timestamp,energy,hour,weekday
2026-07-11T21:00:00,2.924,21,5
2026-07-11T22:00:00,2.696,22,5
2026-07-11T23:00:00,2.65,23,5
2026-07-12T00:00:00,2.0,0,6
2026-07-12T01:00:00,1.932,1,6
2026-07-12T02:00:00,1.877,2,6
2026-07-12T03:00:00,1.868,3,6
2026-07-12T04:00:00,1.832,4,6
2026-07-12T05:00:00,1.829,5,6
2026-07-12T06:00:00,2.504,6,6
2026-07-12T07:00:00,2.397,7,6
2026-07-12T08:00:00,2.441,8,6
2026-07-12T09:00:00,3.167,9,6
2026-07-12T10:00:00,3.215,10,6
2026-07-12T11:00:00,3.486,11,6
2026-07-12T12:00:00,3.382,12,6
2026-07-12T13:00:00,3.539,13,6
2026-07-12T14:00:00,3.659,14,6
2026-07-12T15:00:00,3.667,15,6
2026-07-12T16:00:00,3.742,16,6
2026-07-12T17:00:00,4.096,17,6
2026-07-12T18:00:00,4.213,18,6
2026-07-12T19:00:00,3.998,19,6
2026-07-12T20:00:00,3.932,20,6
2026-07-12T21:00:00,2.624,21,6
2026-07-12T22:00:00,2.68,22,6
2026-07-12T23:00:00,2.75,23,6
2026-07-13T00:00:00,2.286,0,0
2026-07-13T01:00:00,2.091,1,0
2026-07-13T02:00:00,1.852,2,0
2026-07-13T03:00:00,2.183,3,0
2026-07-13T04:00:00,2.189,4,0
2026-07-13T05:00:00,2.29,5,0
2026-07-13T06:00:00,3.173,6,0
2026-07-13T07:00:00,3.224,7,0
2026-07-13T08:00:00,3.26,8,0
2026-07-13T09:00:00,4.003,9,0
2026-07-13T10:00:00,3.773,10,0
2026-07-13T11:00:00,3.79,11,0
2026-07-13T12:00:00,3.892,12,0
2026-07-13T13:00:00,4.286,13,0
2026-07-13T14:00:00,4.221,14,0
2026-07-13T15:00:00,4.128,15,0
2026-07-13T16:00:00,4.107,16,0
2026-07-13T17:00:00,4.427,17,0
2026-07-13T18:00:00,4.765,18,0
2026-07-13T19:00:00,4.691,19,0
2026-07-13T20:00:00,4.758,20,0
2026-07-13T21:00:00,3.4,21,0
2026-07-13T22:00:00,3.279,22,0
2026-07-13T23:00:00,3.002,23,0
2026-07-14T00:00:00,2.335,0,1
2026-07-14T01:00:00,2.147,1,1
2026-07-14T02:00:00,2.338,2,1
2026-07-14T03:00:00,2.314,3,1
2026-07-14T04:00:00,2.153,4,1
2026-07-14T05:00:00,2.42,5,1
2026-07-14T06:00:00,3.054,6,1
2026-07-14T07:00:00,3.173,7,1
2026-07-14T08:00:00,3.217,8,1
2026-07-14T09:00:00,3.832,9,1
2026-07-14T10:00:00,3.907,10,1
2026-07-14T11:00:00,3.607,11,1
2026-07-14T12:00:00,3.904,12,1
2026-07-14T13:00:00,4.152,13,1
2026-07-14T14:00:00,4.71,14,1
2026-07-14T15:00:00,4.363,15,1
2026-07-14T16:00:00,4.241,16,1
2026-07-14T17:00:00,4.765,17,1
2026-07-14T18:00:00,4.837,18,1
2026-07-14T19:00:00,4.702,19,1
2026-07-14T20:00:00,4.699,20,1
2026-07-14T21:00:00,3.438,21,1
2026-07-14T22:00:00,3.258,22,1
2026-07-14T23:00:00,3.076,23,1
2026-07-15T00:00:00,2.272,0,2
2026-07-15T01:00:00,2.402,1,2
2026-07-15T02:00:00,2.173,2,2
2026-07-15T03:00:00,2.239,3,2
2026-07-15T04:00:00,2.309,4,2
2026-07-15T05:00:00,2.007,5,2
2026-07-15T06:00:00,2.843,6,2
2026-07-15T07:00:00,2.968,7,2
2026-07-15T08:00:00,3.067,8,2
2026-07-15T09:00:00,3.811,9,2
2026-07-15T10:00:00,3.996,10,2
2026-07-15T11:00:00,3.719,11,2
2026-07-15T12:00:00,3.778,12,2
2026-07-15T13:00:00,4.346,13,2
2026-07-15T14:00:00,4.282,14,2
2026-07-15T15:00:00,4.275,15,2
2026-07-15T16:00:00,4.289,16,2
2026-07-15T17:00:00,4.925,17,2
2026-07-15T18:00:00,4.511,18,2
2026-07-15T19:00:00,4.633,19,2
2026-07-15T20:00:00,4.715,20,2
2026-07-15T21:00:00,3.355,21,2
2026-07-15T22:00:00,3.21,22,2
2026-07-15T23:00:00,3.297,23,2
2026-07-16T00:00:00,2.254,0,3
2026-07-16T01:00:00,2.395,1,3
2026-07-16T02:00:00,2.137,2,3
2026-07-16T03:00:00,2.435,3,3
2026-07-16T04:00:00,2.319,4,3
2026-07-16T05:00:00,2.37,5,3
2026-07-16T06:00:00,3.054,6,3
2026-07-16T07:00:00,3.101,7,3
2026-07-16T08:00:00,2.844,8,3
2026-07-16T09:00:00,3.696,9,3
2026-07-16T10:00:00,3.849,10,3
2026-07-16T11:00:00,3.76,11,3
2026-07-16T12:00:00,4.079,12,3
2026-07-16T13:00:00,4.252,13,3
2026-07-16T14:00:00,4.326,14,3
2026-07-16T15:00:00,4.061,15,3
2026-07-16T16:00:00,4.184,16,3
2026-07-16T17:00:00,4.788,17,3
2026-07-16T18:00:00,4.644,18,3
2026-07-16T19:00:00,4.667,19,3
2026-07-16T20:00:00,4.586,20,3
2026-07-16T21:00:00,3.23,21,3
2026-07-16T22:00:00,3.351,22,3
2026-07-16T23:00:00,3.016,23,3
2026-07-17T00:00:00,2.121,0,4
2026-07-17T01:00:00,2.08,1,4
2026-07-17T02:00:00,2.125,2,4
2026-07-17T03:00:00,2.268,3,4
2026-07-17T04:00:00,2.251,4,4
2026-07-17T05:00:00,2.267,5,4
2026-07-17T06:00:00,3.068,6,4
2026-07-17T07:00:00,3.078,7,4
2026-07-17T08:00:00,3.089,8,4
2026-07-17T09:00:00,3.892,9,4
2026-07-17T10:00:00,3.682,10,4
2026-07-17T11:00:00,3.976,11,4
2026-07-17T12:00:00,3.977,12,4
2026-07-17T13:00:00,4.365,13,4
2026-07-17T14:00:00,4.133,14,4
2026-07-17T15:00:00,4.243,15,4
2026-07-17T16:00:00,4.18,16,4
2026-07-17T17:00:00,4.836,17,4
2026-07-17T18:00:00,4.928,18,4
2026-07-17T19:00:00,4.704,19,4
2026-07-17T20:00:00,4.621,20,4
2026-07-17T21:00:00,3.238,21,4
2026-07-17T22:00:00,3.228,22,4
2026-07-17T23:00:00,3.295,23,4
2026-07-18T00:00:00,1.782,0,5
2026-07-18T01:00:00,1.917,1,5
2026-07-18T02:00:00,1.985,2,5
2026-07-18T03:00:00,2.347,3,5
2026-07-18T04:00:00,1.909,4,5
2026-07-18T05:00:00,1.839,5,5
2026-07-18T06:00:00,2.509,6,5
2026-07-18T07:00:00,2.696,7,5
2026-07-18T08:00:00,2.665,8,5
2026-07-18T09:00:00,3.322,9,5
2026-07-18T10:00:00,3.281,10,5
2026-07-18T11:00:00,3.201,11,5
2026-07-18T12:00:00,3.493,12,5
2026-07-18T13:00:00,3.811,13,5
2026-07-18T14:00:00,3.67,14,5
2026-07-18T15:00:00,3.601,15,5
2026-07-18T16:00:00,3.511,16,5
2026-07-18T17:00:00,4.115,17,5
2026-07-18T18:00:00,4.088,18,5
2026-07-18T19:00:00,4.004,19,5
2026-07-18T20:00:00,3.887,20,5
2026-07-18T21:00:00,2.794,21,5
2026-07-18T22:00:00,2.515,22,5
2026-07-18T23:00:00,2.598,23,5
2026-07-19T00:00:00,1.92,0,6
2026-07-19T01:00:00,1.848,1,6
2026-07-19T02:00:00,1.851,2,6
2026-07-19T03:00:00,2.218,3,6
2026-07-19T04:00:00,2.172,4,6
2026-07-19T05:00:00,2.022,5,6
2026-07-19T06:00:00,2.645,6,6
2026-07-19T07:00:00,2.726,7,6
2026-07-19T08:00:00,2.509,8,6
2026-07-19T09:00:00,3.184,9,6
2026-07-19T10:00:00,3.245,10,6
2026-07-19T11:00:00,3.306,11,6
2026-07-19T12:00:00,3.337,12,6
2026-07-19T13:00:00,3.818,13,6
2026-07-19T14:00:00,3.751,14,6
2026-07-19T15:00:00,3.739,15,6
2026-07-19T16:00:00,3.636,16,6
2026-07-19T17:00:00,3.971,17,6
2026-07-19T18:00:00,4.208,18,6
2026-07-19T19:00:00,4.322,19,6
2026-07-19T20:00:00,3.823,20,6
2026-07-19T21:00:00,2.513,21,6
2026-07-19T22:00:00,2.567,22,6
2026-07-19T23:00:00,2.574,23,6
2026-07-20T00:00:00,2.341,0,0
2026-07-20T01:00:00,2.17,1,0
2026-07-20T02:00:00,2.07,2,0
2026-07-20T03:00:00,2.258,3,0
2026-07-20T04:00:00,2.172,4,0
2026-07-20T05:00:00,2.299,5,0
2026-07-20T06:00:00,3.094,6,0
2026-07-20T07:00:00,3.167,7,0
2026-07-20T08:00:00,2.954,8,0
2026-07-20T09:00:00,3.634,9,0
2026-07-20T10:00:00,4.048,10,0
2026-07-20T11:00:00,3.977,11,0
2026-07-20T12:00:00,3.931,12,0
2026-07-20T13:00:00,4.265,13,0
2026-07-20T14:00:00,4.313,14,0
2026-07-20T15:00:00,4.146,15,0
2026-07-20T16:00:00,3.916,16,0
2026-07-20T17:00:00,4.817,17,0
2026-07-20T18:00:00,4.832,18,0
2026-07-20T19:00:00,4.857,19,0
2026-07-20T20:00:00,4.638,20,0
2026-07-20T21:00:00,3.551,21,0
2026-07-20T22:00:00,3.144,22,0
2026-07-20T23:00:00,3.162,23,0
2026-07-21T00:00:00,2.211,0,1
2026-07-21T01:00:00,2.122,1,1
2026-07-21T02:00:00,2.111,2,1
2026-07-21T03:00:00,2.195,3,1
2026-07-21T04:00:00,2.127,4,1
2026-07-21T05:00:00,2.34,5,1
2026-07-21T06:00:00,2.908,6,1
2026-07-21T07:00:00,3.317,7,1
2026-07-21T08:00:00,2.951,8,1
2026-07-21T09:00:00,3.851,9,1
2026-07-21T10:00:00,3.746,10,1
2026-07-21T11:00:00,3.61,11,1
2026-07-21T12:00:00,4.172,12,1
2026-07-21T13:00:00,4.219,13,1
2026-07-21T14:00:00,4.21,14,1
2026-07-21T15:00:00,4.401,15,1
2026-07-21T16:00:00,4.165,16,1
2026-07-21T17:00:00,4.912,17,1
2026-07-21T18:00:00,4.652,18,1
2026-07-21T19:00:00,4.42,19,1
2026-07-21T20:00:00,4.71,20,1
2026-07-21T21:00:00,3.362,21,1
2026-07-21T22:00:00,3.076,22,1
2026-07-21T23:00:00,3.019,23,1
2026-07-22T00:00:00,2.226,0,2
2026-07-22T01:00:00,2.176,1,2
2026-07-22T02:00:00,2.258,2,2
2026-07-22T03:00:00,2.237,3,2
2026-07-22T04:00:00,2.296,4,2
2026-07-22T05:00:00,2.289,5,2
2026-07-22T06:00:00,2.868,6,2
2026-07-22T07:00:00,3.236,7,2
2026-07-22T08:00:00,3.07,8,2
2026-07-22T09:00:00,3.925,9,2
2026-07-22T10:00:00,3.815,10,2
2026-07-22T11:00:00,3.667,11,2
2026-07-22T12:00:00,3.916,12,2
2026-07-22T13:00:00,4.352,13,2
2026-07-22T14:00:00,4.393,14,2
2026-07-22T15:00:00,4.306,15,2
2026-07-22T16:00:00,4.037,16,2
2026-07-22T17:00:00,4.772,17,2
2026-07-22T18:00:00,4.816,18,2
2026-07-22T19:00:00,4.823,19,2
2026-07-22T20:00:00,4.624,20,2
2026-07-22T21:00:00,4.016,21,2
2026-07-22T22:00:00,3.029,22,2
2026-07-22T23:00:00,3.194,23,2
2026-07-23T00:00:00,2.348,0,3
2026-07-23T01:00:00,2.281,1,3
2026-07-23T02:00:00,2.316,2,3
2026-07-23T03:00:00,2.205,3,3
2026-07-23T04:00:00,2.176,4,3
2026-07-23T05:00:00,2.285,5,3
2026-07-23T06:00:00,3.063,6,3
2026-07-23T07:00:00,3.125,7,3
2026-07-23T08:00:00,3.198,8,3
2026-07-23T09:00:00,3.645,9,3
2026-07-23T10:00:00,4.488,10,3
2026-07-23T11:00:00,4.008,11,3
2026-07-23T12:00:00,4.009,12,3
2026-07-23T13:00:00,4.198,13,3
2026-07-23T14:00:00,4.3,14,3
2026-07-23T15:00:00,4.315,15,3
2026-07-23T16:00:00,4.327,16,3
2026-07-23T17:00:00,4.825,17,3
2026-07-23T18:00:00,4.694,18,3
2026-07-23T19:00:00,4.583,19,3
2026-07-23T20:00:00,4.565,20,3
2026-07-23T21:00:00,3.233,21,3
2026-07-23T22:00:00,3.126,22,3
2026-07-23T23:00:00,3.148,23,3
2026-07-24T00:00:00,2.207,0,4
2026-07-24T01:00:00,2.109,1,4
2026-07-24T02:00:00,2.22,2,4
2026-07-24T03:00:00,2.066,3,4
2026-07-24T04:00:00,2.171,4,4
2026-07-24T05:00:00,2.213,5,4
2026-07-24T06:00:00,3.127,6,4
2026-07-24T07:00:00,2.847,7,4
2026-07-24T08:00:00,3.049,8,4
2026-07-24T09:00:00,3.684,9,4
2026-07-24T10:00:00,3.782,10,4
2026-07-24T11:00:00,3.927,11,4
2026-07-24T12:00:00,4.043,12,4
2026-07-24T13:00:00,4.381,13,4
2026-07-24T14:00:00,3.991,14,4
2026-07-24T15:00:00,4.231,15,4
2026-07-24T16:00:00,4.356,16,4
2026-07-24T17:00:00,4.785,17,4
2026-07-24T18:00:00,4.675,18,4
2026-07-24T19:00:00,4.674,19,4
2026-07-24T20:00:00,4.678,20,4
2026-07-24T21:00:00,3.147,21,4
2026-07-24T22:00:00,2.995,22,4
2026-07-24T23:00:00,3.301,23,4
2026-07-25T00:00:00,2.073,0,5
2026-07-25T01:00:00,1.958,1,5
2026-07-25T02:00:00,2.016,2,5
2026-07-25T03:00:00,1.749,3,5
2026-07-25T04:00:00,1.87,4,5
2026-07-25T05:00:00,1.999,5,5
2026-07-25T06:00:00,2.375,6,5
2026-07-25T07:00:00,2.624,7,5
2026-07-25T08:00:00,2.66,8,5
2026-07-25T09:00:00,3.352,9,5
2026-07-25T10:00:00,3.247,10,5
2026-07-25T11:00:00,3.305,11,5
2026-07-25T12:00:00,3.734,12,5
2026-07-25T13:00:00,3.829,13,5
2026-07-25T14:00:00,3.757,14,5
2026-07-25T15:00:00,3.641,15,5
2026-07-25T16:00:00,3.494,16,5
2026-07-25T17:00:00,4.002,17,5
2026-07-25T18:00:00,4.114,18,5
2026-07-25T19:00:00,3.863,19,5
2026-07-25T20:00:00,4.118,20,5
2026-07-25T21:00:00,2.815,21,5
2026-07-25T22:00:00,2.772,22,5
2026-07-25T23:00:00,2.674,23,5
2026-07-26T00:00:00,2.054,0,6
2026-07-26T01:00:00,1.689,1,6
2026-07-26T02:00:00,2.121,2,6
2026-07-26T03:00:00,1.828,3,6
2026-07-26T04:00:00,2.036,4,6
2026-07-26T05:00:00,2.052,5,6
2026-07-26T06:00:00,2.719,6,6
2026-07-26T07:00:00,2.719,7,6
2026-07-26T08:00:00,2.67,8,6
2026-07-26T09:00:00,3.268,9,6
2026-07-26T10:00:00,3.374,10,6
2026-07-26T11:00:00,3.438,11,6
2026-07-26T12:00:00,3.583,12,6
2026-07-26T13:00:00,3.619,13,6
2026-07-26T14:00:00,3.543,14,6
2026-07-26T15:00:00,3.274,15,6
2026-07-26T16:00:00,3.588,16,6
2026-07-26T17:00:00,4.041,17,6
2026-07-26T18:00:00,4.275,18,6
2026-07-26T19:00:00,3.982,19,6
2026-07-26T20:00:00,3.819,20,6
2026-07-26T21:00:00,2.662,21,6
2026-07-26T22:00:00,2.662,22,6
2026-07-26T23:00:00,2.467,23,6
2026-07-27T00:00:00,2.03,0,0
2026-07-27T01:00:00,2.265,1,0
2026-07-27T02:00:00,1.956,2,0
2026-07-27T03:00:00,2.275,3,0
2026-07-27T04:00:00,2.218,4,0
2026-07-27T05:00:00,2.427,5,0
2026-07-27T06:00:00,3.147,6,0
2026-07-27T07:00:00,2.804,7,0
2026-07-27T08:00:00,2.839,8,0
2026-07-27T09:00:00,3.534,9,0
2026-07-27T10:00:00,3.678,10,0
2026-07-27T11:00:00,3.623,11,0
2026-07-27T12:00:00,3.724,12,0
2026-07-27T13:00:00,4.411,13,0
2026-07-27T14:00:00,4.277,14,0
2026-07-27T15:00:00,4.213,15,0
2026-07-27T16:00:00,4.416,16,0
2026-07-27T17:00:00,4.741,17,0
2026-07-27T18:00:00,5.024,18,0
2026-07-27T19:00:00,4.68,19,0
2026-07-27T20:00:00,4.635,20,0
2026-07-27T21:00:00,3.304,21,0
2026-07-27T22:00:00,2.907,22,0
2026-07-27T23:00:00,3.152,23,0
2026-07-28T00:00:00,2.264,0,1
2026-07-28T01:00:00,2.061,1,1
2026-07-28T02:00:00,2.242,2,1
2026-07-28T03:00:00,2.435,3,1
2026-07-28T04:00:00,2.151,4,1
2026-07-28T05:00:00,2.11,5,1
2026-07-28T06:00:00,3.009,6,1
2026-07-28T07:00:00,3.155,7,1
2026-07-28T08:00:00,3.157,8,1
2026-07-28T09:00:00,3.771,9,1
2026-07-28T10:00:00,3.871,10,1
2026-07-28T11:00:00,3.917,11,1
2026-07-28T12:00:00,3.743,12,1
2026-07-28T13:00:00,4.198,13,1
2026-07-28T14:00:00,4.258,14,1
2026-07-28T15:00:00,4.261,15,1
2026-07-28T16:00:00,4.324,16,1
2026-07-28T17:00:00,4.636,17,1
2026-07-28T18:00:00,4.657,18,1
2026-07-28T19:00:00,4.564,19,1
2026-07-28T20:00:00,4.481,20,1
2026-07-28T21:00:00,3.468,21,1
2026-07-28T22:00:00,2.963,22,1
2026-07-28T23:00:00,3.021,23,1
2026-07-29T00:00:00,2.285,0,2
2026-07-29T01:00:00,2.106,1,2
2026-07-29T02:00:00,2.036,2,2
2026-07-29T03:00:00,2.239,3,2
2026-07-29T04:00:00,2.295,4,2
2026-07-29T05:00:00,2.371,5,2
2026-07-29T06:00:00,3.111,6,2
2026-07-29T07:00:00,2.988,7,2
2026-07-29T08:00:00,3.169,8,2
2026-07-29T09:00:00,3.736,9,2
2026-07-29T10:00:00,3.774,10,2
2026-07-29T11:00:00,3.728,11,2
2026-07-29T12:00:00,3.94,12,2
2026-07-29T13:00:00,4.234,13,2
2026-07-29T14:00:00,4.284,14,2
2026-07-29T15:00:00,4.041,15,2
2026-07-29T16:00:00,4.239,16,2
2026-07-29T17:00:00,4.628,17,2
2026-07-29T18:00:00,4.71,18,2
2026-07-29T19:00:00,4.607,19,2
2026-07-29T20:00:00,4.647,20,2
2026-07-29T21:00:00,3.305,21,2
2026-07-29T22:00:00,3.178,22,2
2026-07-29T23:00:00,3.387,23,2
2026-07-30T00:00:00,2.329,0,3
2026-07-30T01:00:00,2.465,1,3
2026-07-30T02:00:00,2.284,2,3
2026-07-30T03:00:00,2.286,3,3
2026-07-30T04:00:00,2.282,4,3
2026-07-30T05:00:00,2.185,5,3
2026-07-30T06:00:00,2.79,6,3
2026-07-30T07:00:00,3.105,7,3
2026-07-30T08:00:00,3.111,8,3
2026-07-30T09:00:00,3.843,9,3
2026-07-30T10:00:00,3.975,10,3
2026-07-30T11:00:00,3.731,11,3
2026-07-30T12:00:00,4.274,12,3
2026-07-30T13:00:00,4.177,13,3
2026-07-30T14:00:00,4.243,14,3
2026-07-30T15:00:00,4.135,15,3
2026-07-30T16:00:00,4.174,16,3
2026-07-30T17:00:00,4.873,17,3
2026-07-30T18:00:00,4.807,18,3
2026-07-30T19:00:00,4.582,19,3
2026-07-30T20:00:00,4.824,20,3
2026-07-30T21:00:00,3.77,21,3
2026-07-30T22:00:00,3.001,22,3
2026-07-30T23:00:00,3.201,23,3
2026-07-31T00:00:00,2.112,0,4
2026-07-31T01:00:00,2.327,1,4
2026-07-31T02:00:00,2.144,2,4
2026-07-31T03:00:00,2.425,3,4
2026-07-31T04:00:00,2.48,4,4
2026-07-31T05:00:00,2.225,5,4
2026-07-31T06:00:00,3.101,6,4
2026-07-31T07:00:00,2.82,7,4
2026-07-31T08:00:00,2.975,8,4
2026-07-31T09:00:00,3.695,9,4
2026-07-31T10:00:00,3.66,10,4
2026-07-31T11:00:00,3.819,11,4
2026-07-31T12:00:00,4.122,12,4
2026-07-31T13:00:00,4.258,13,4
2026-07-31T14:00:00,4.227,14,4
2026-07-31T15:00:00,4.198,15,4
2026-07-31T16:00:00,4.284,16,4
2026-07-31T17:00:00,4.592,17,4
2026-07-31T18:00:00,4.838,18,4
2026-07-31T19:00:00,4.657,19,4
2026-07-31T20:00:00,4.561,20,4
2026-07-31T21:00:00,3.233,21,4
2026-07-31T22:00:00,2.986,22,4
2026-07-31T23:00:00,3.097,23,4
2026-08-01T00:00:00,2.077,0,5
2026-08-01T01:00:00,1.8,1,5
2026-08-01T02:00:00,1.729,2,5
2026-08-01T03:00:00,1.93,3,5
2026-08-01T04:00:00,1.852,4,5
2026-08-01T05:00:00,1.725,5,5
2026-08-01T06:00:00,2.569,6,5
2026-08-01T07:00:00,2.694,7,5
2026-08-01T08:00:00,2.556,8,5
2026-08-01T09:00:00,3.276,9,5
2026-08-01T10:00:00,3.361,10,5
2026-08-01T11:00:00,3.285,11,5
2026-08-01T12:00:00,3.366,12,5
2026-08-01T13:00:00,3.684,13,5
2026-08-01T14:00:00,3.668,14,5
2026-08-01T15:00:00,3.627,15,5
2026-08-01T16:00:00,3.755,16,5
2026-08-01T17:00:00,4.115,17,5
2026-08-01T18:00:00,3.979,18,5
2026-08-01T19:00:00,3.928,19,5
2026-08-01T20:00:00,3.987,20,5
2026-08-01T21:00:00,2.862,21,5
2026-08-01T22:00:00,2.669,22,5
2026-08-01T23:00:00,2.553,23,5
2026-08-02T00:00:00,1.804,0,6
2026-08-02T01:00:00,1.889,1,6
2026-08-02T02:00:00,1.95,2,6
2026-08-02T03:00:00,1.944,3,6
2026-08-02T04:00:00,1.996,4,6
2026-08-02T05:00:00,1.736,5,6
2026-08-02T06:00:00,2.391,6,6
2026-08-02T07:00:00,2.51,7,6
2026-08-02T08:00:00,3.208,8,6
2026-08-02T09:00:00,3.389,9,6
2026-08-02T10:00:00,3.329,10,6
2026-08-02T11:00:00,3.246,11,6
2026-08-02T12:00:00,3.095,12,6
2026-08-02T13:00:00,3.744,13,6
2026-08-02T14:00:00,3.7,14,6
2026-08-02T15:00:00,3.585,15,6
2026-08-02T16:00:00,3.63,16,6
2026-08-02T17:00:00,4.153,17,6
2026-08-02T18:00:00,4.214,18,6
2026-08-02T19:00:00,4.203,19,6
2026-08-02T20:00:00,3.696,20,6
2026-08-02T21:00:00,2.753,21,6
2026-08-02T22:00:00,2.462,22,6
2026-08-02T23:00:00,2.69,23,6
2026-08-03T00:00:00,1.988,0,0
2026-08-03T01:00:00,2.157,1,0
2026-08-03T02:00:00,2.301,2,0
2026-08-03T03:00:00,2.362,3,0
2026-08-03T04:00:00,2.064,4,0
2026-08-03T05:00:00,2.059,5,0
2026-08-03T06:00:00,2.967,6,0
2026-08-03T07:00:00,2.859,7,0
2026-08-03T08:00:00,3.107,8,0
2026-08-03T09:00:00,3.838,9,0
2026-08-03T10:00:00,3.716,10,0
2026-08-03T11:00:00,3.883,11,0
2026-08-03T12:00:00,3.95,12,0
2026-08-03T13:00:00,4.304,13,0
2026-08-03T14:00:00,4.233,14,0
2026-08-03T15:00:00,4.347,15,0
2026-08-03T16:00:00,4.112,16,0
2026-08-03T17:00:00,4.789,17,0
2026-08-03T18:00:00,4.87,18,0
2026-08-03T19:00:00,4.693,19,0
2026-08-03T20:00:00,4.452,20,0
2026-08-03T21:00:00,3.397,21,0
2026-08-03T22:00:00,3.274,22,0
2026-08-03T23:00:00,3.253,23,0
2026-08-04T00:00:00,2.259,0,1
2026-08-04T01:00:00,2.41,1,1
2026-08-04T02:00:00,2.365,2,1
2026-08-04T03:00:00,2.152,3,1
2026-08-04T04:00:00,2.262,4,1
2026-08-04T05:00:00,2.082,5,1
2026-08-04T06:00:00,2.901,6,1
2026-08-04T07:00:00,3.066,7,1
2026-08-04T08:00:00,3.056,8,1
2026-08-04T09:00:00,3.725,9,1
2026-08-04T10:00:00,3.78,10,1
2026-08-04T11:00:00,3.944,11,1
2026-08-04T12:00:00,3.858,12,1
2026-08-04T13:00:00,4.118,13,1
2026-08-04T14:00:00,4.134,14,1
2026-08-04T15:00:00,4.758,15,1
2026-08-04T16:00:00,4.163,16,1
2026-08-04T17:00:00,4.916,17,1
2026-08-04T18:00:00,4.814,18,1
2026-08-04T19:00:00,4.815,19,1
2026-08-04T20:00:00,4.87,20,1
2026-08-04T21:00:00,3.287,21,1
2026-08-04T22:00:00,3.288,22,1
2026-08-04T23:00:00,3.369,23,1
2026-08-05T00:00:00,2.072,0,2
2026-08-05T01:00:00,2.091,1,2
2026-08-05T02:00:00,2.086,2,2
2026-08-05T03:00:00,2.215,3,2
2026-08-05T04:00:00,2.183,4,2
2026-08-05T05:00:00,2.273,5,2
2026-08-05T06:00:00,2.951,6,2
2026-08-05T07:00:00,2.948,7,2
2026-08-05T08:00:00,3.207,8,2
2026-08-05T09:00:00,3.853,9,2
2026-08-05T10:00:00,3.83,10,2
2026-08-05T11:00:00,4.117,11,2
2026-08-05T12:00:00,4.064,12,2
2026-08-05T13:00:00,4.502,13,2
2026-08-05T14:00:00,4.264,14,2
2026-08-05T15:00:00,4.435,15,2
2026-08-05T16:00:00,4.23,16,2
2026-08-05T17:00:00,4.762,17,2
2026-08-05T18:00:00,4.795,18,2
2026-08-05T19:00:00,4.859,19,2
2026-08-05T20:00:00,4.817,20,2
2026-08-05T21:00:00,3.529,21,2
2026-08-05T22:00:00,2.976,22,2
2026-08-05T23:00:00,3.33,23,2
2026-08-06T00:00:00,2.259,0,3
2026-08-06T01:00:00,2.065,1,3
2026-08-06T02:00:00,1.911,2,3
2026-08-06T03:00:00,2.575,3,3
2026-08-06T04:00:00,2.37,4,3
2026-08-06T05:00:00,2.276,5,3
2026-08-06T06:00:00,2.958,6,3
2026-08-06T07:00:00,3.006,7,3
2026-08-06T08:00:00,3.109,8,3
2026-08-06T09:00:00,3.859,9,3
2026-08-06T10:00:00,4.092,10,3
2026-08-06T11:00:00,3.775,11,3
2026-08-06T12:00:00,3.968,12,3
